Entity,Code,Day,Cumulative COVID-19 vaccinations per 100 people
Afghanistan,AFG,2021-02-22,0
Afghanistan,AFG,2021-02-28,0.020207573
Afghanistan,AFG,2021-03-16,0.13307425
Afghanistan,AFG,2021-04-07,0.29572058
Afghanistan,AFG,2021-04-22,0.59144115
Afghanistan,AFG,2021-05-11,1.2432635
Afghanistan,AFG,2021-05-20,1.3502133
Afghanistan,AFG,2021-05-24,1.4127483
Afghanistan,AFG,2021-05-26,1.4550784
Afghanistan,AFG,2021-05-27,1.4621239
Afghanistan,AFG,2021-05-30,1.4789774
Afghanistan,AFG,2021-06-02,1.5433903
Afghanistan,AFG,2021-06-03,1.5532846
Afghanistan,AFG,2021-06-08,1.5803677
Afghanistan,AFG,2021-06-14,1.6313993
Afghanistan,AFG,2021-06-22,1.887412
Afghanistan,AFG,2021-06-27,2.0594325
Afghanistan,AFG,2021-06-30,2.185508
Afghanistan,AFG,2021-07-05,2.256523
Afghanistan,AFG,2021-07-07,2.3028328
Afghanistan,AFG,2021-07-11,2.3709226
Afghanistan,AFG,2021-07-14,2.5238962
Afghanistan,AFG,2021-07-18,2.6966193
Afghanistan,AFG,2021-07-24,2.8858976
Afghanistan,AFG,2021-08-20,2.9603748
Afghanistan,AFG,2021-08-31,4.878532
Afghanistan,AFG,2021-09-30,5.839557
Afghanistan,AFG,2021-11-14,9.902196
Afghanistan,AFG,2021-12-27,11.519593
Afghanistan,AFG,2022-01-09,12.083557
Afghanistan,AFG,2022-01-11,12.137138
Afghanistan,AFG,2022-01-13,12.210324
Afghanistan,AFG,2022-01-17,12.284842
Afghanistan,AFG,2022-01-19,12.331671
Afghanistan,AFG,2022-01-24,12.435184
Afghanistan,AFG,2022-01-26,12.504535
Afghanistan,AFG,2022-01-27,12.52146
Afghanistan,AFG,2022-01-31,12.630093
Afghanistan,AFG,2022-02-02,12.697002
Afghanistan,AFG,2022-02-07,12.856447
Afghanistan,AFG,2022-02-14,13.1135025
Afghanistan,AFG,2022-02-20,13.337759
Afghanistan,AFG,2022-02-27,13.640738
Afghanistan,AFG,2022-03-06,13.7932205
Afghanistan,AFG,2022-03-17,14.123482
Afghanistan,AFG,2022-03-22,14.172445
Afghanistan,AFG,2022-04-04,14.47228
Afghanistan,AFG,2022-04-14,14.639154
Afghanistan,AFG,2022-04-18,14.660074
Afghanistan,AFG,2022-04-26,14.750927
Afghanistan,AFG,2022-04-27,14.75187
Afghanistan,AFG,2022-05-05,14.838933
Afghanistan,AFG,2022-05-08,14.843756
Afghanistan,AFG,2022-05-10,14.859311
Afghanistan,AFG,2022-05-15,14.950102
Afghanistan,AFG,2022-05-23,15.078194
Afghanistan,AFG,2022-06-01,15.209038
Afghanistan,AFG,2022-06-15,15.513556
Afghanistan,AFG,2022-06-21,15.663163
Afghanistan,AFG,2022-06-27,15.792649
Afghanistan,AFG,2022-06-30,15.883544
Afghanistan,AFG,2022-07-10,15.996292
Afghanistan,AFG,2022-07-17,16.52793
Afghanistan,AFG,2022-07-19,19.431417
Afghanistan,AFG,2022-07-27,19.81477
Afghanistan,AFG,2022-08-07,24.206848
Afghanistan,AFG,2022-08-15,27.641727
Afghanistan,AFG,2022-08-22,28.073008
Afghanistan,AFG,2022-08-31,28.49397
Afghanistan,AFG,2022-09-04,28.55895
Afghanistan,AFG,2022-09-11,28.894829
Afghanistan,AFG,2022-09-12,28.918108
Afghanistan,AFG,2022-09-19,29.128935
Afghanistan,AFG,2022-09-26,29.249222
Afghanistan,AFG,2022-09-28,29.278887
Afghanistan,AFG,2022-10-04,29.38411
Afghanistan,AFG,2022-10-11,29.45368
Afghanistan,AFG,2022-10-16,29.517282
Afghanistan,AFG,2022-10-24,29.708479
Afghanistan,AFG,2022-11-01,29.827806
Afghanistan,AFG,2022-11-02,29.917969
Afghanistan,AFG,2022-11-08,30.0012
Afghanistan,AFG,2022-11-15,30.070189
Afghanistan,AFG,2022-11-16,30.10666
Afghanistan,AFG,2022-11-27,30.251995
Afghanistan,AFG,2022-12-05,30.323437
Afghanistan,AFG,2022-12-22,30.680689
Afghanistan,AFG,2023-01-06,30.869278
Afghanistan,AFG,2023-01-16,31.059252
Afghanistan,AFG,2023-01-22,31.229027
Afghanistan,AFG,2023-01-29,31.260006
Afghanistan,AFG,2023-02-12,31.46691
Afghanistan,AFG,2023-02-14,31.51472
Afghanistan,AFG,2023-02-19,33.523518
Afghanistan,AFG,2023-02-23,34.28015
Afghanistan,AFG,2023-02-26,36.333984
Afghanistan,AFG,2023-02-28,37.19622
Afghanistan,AFG,2023-03-05,39.346664
Afghanistan,AFG,2023-03-12,40.042015
Afghanistan,AFG,2023-03-14,40.047108
Afghanistan,AFG,2023-03-19,40.599712
Afghanistan,AFG,2023-03-21,40.618168
Afghanistan,AFG,2023-03-26,40.65788
Afghanistan,AFG,2023-03-28,40.659492
Afghanistan,AFG,2023-04-02,40.87495
Afghanistan,AFG,2023-04-09,40.970997
Afghanistan,AFG,2023-04-11,41.137325
Afghanistan,AFG,2023-04-16,41.221172
Afghanistan,AFG,2023-04-18,41.466854
Afghanistan,AFG,2023-04-24,41.50934
Afghanistan,AFG,2023-04-25,41.51751
Afghanistan,AFG,2023-04-30,41.65296
Afghanistan,AFG,2023-05-03,41.693027
Afghanistan,AFG,2023-05-09,41.79703
Afghanistan,AFG,2023-05-14,42.044052
Afghanistan,AFG,2023-05-16,42.181355
Afghanistan,AFG,2023-05-21,43.0751
Afghanistan,AFG,2023-05-29,45.42936
Afghanistan,AFG,2023-06-06,48.579094
Afghanistan,AFG,2023-06-11,49.2885
Afghanistan,AFG,2023-06-13,49.320312
Afghanistan,AFG,2023-06-18,49.882732
Afghanistan,AFG,2023-06-20,50.08596
Afghanistan,AFG,2023-06-27,50.256664
Afghanistan,AFG,2023-07-04,50.428642
Afghanistan,AFG,2023-07-09,50.45137
Afghanistan,AFG,2023-07-11,50.6087
Afghanistan,AFG,2023-07-18,50.65783
Afghanistan,AFG,2023-07-23,50.70378
Afghanistan,AFG,2023-07-25,50.91918
Afghanistan,AFG,2023-07-30,51.085697
Afghanistan,AFG,2023-08-01,51.23376
Afghanistan,AFG,2023-08-06,51.350132
Afghanistan,AFG,2023-08-08,51.44674
Afghanistan,AFG,2023-08-15,51.601265
Afghanistan,AFG,2023-08-20,51.806606
Afghanistan,AFG,2023-08-27,52.047096
Afghanistan,AFG,2023-09-01,52.38779
Afghanistan,AFG,2023-09-05,52.42014
Afghanistan,AFG,2023-09-10,52.68919
Afghanistan,AFG,2023-09-17,52.901894
Afghanistan,AFG,2023-09-19,53.144478
Afghanistan,AFG,2023-09-26,53.51586
Afghanistan,AFG,2023-10-08,53.632206
Afghanistan,AFG,2023-10-16,53.952545
Afghanistan,AFG,2023-10-24,54.425034
Afghanistan,AFG,2023-11-05,54.467003
Afghanistan,AFG,2023-11-07,54.72697
Afghanistan,AFG,2023-11-14,55.437046
Afghanistan,AFG,2023-11-26,55.71112
Afghanistan,AFG,2023-12-31,56.59291
Africa,OWID_AFR,2020-12-02,0.057379786
Africa,OWID_AFR,2020-12-03,0.057379786
Africa,OWID_AFR,2020-12-04,0.057379786
Africa,OWID_AFR,2020-12-05,0.057379786
Africa,OWID_AFR,2020-12-06,0.057379786
Africa,OWID_AFR,2020-12-07,0.057379786
Africa,OWID_AFR,2020-12-08,0.057379786
Africa,OWID_AFR,2020-12-09,0.057379786
Africa,OWID_AFR,2020-12-10,0.057379786
Africa,OWID_AFR,2020-12-11,0.057379786
Africa,OWID_AFR,2020-12-12,0.057379786
Africa,OWID_AFR,2020-12-13,0.057379786
Africa,OWID_AFR,2020-12-14,0.057379786
Africa,OWID_AFR,2020-12-15,0.057379786
Africa,OWID_AFR,2020-12-16,0.057379786
Africa,OWID_AFR,2020-12-17,0.057379786
Africa,OWID_AFR,2020-12-18,0.057379786
Africa,OWID_AFR,2020-12-19,0.057379786
Africa,OWID_AFR,2020-12-20,0.057379786
Africa,OWID_AFR,2020-12-21,0.057379786
Africa,OWID_AFR,2020-12-22,0.057379786
Africa,OWID_AFR,2020-12-23,0.057379786
Africa,OWID_AFR,2020-12-24,0.057379786
Africa,OWID_AFR,2020-12-25,0.057379786
Africa,OWID_AFR,2020-12-26,0.057379786
Africa,OWID_AFR,2020-12-27,0.057379786
Africa,OWID_AFR,2020-12-28,0.057379786
Africa,OWID_AFR,2020-12-29,0.057379786
Africa,OWID_AFR,2020-12-30,0.057379786
Africa,OWID_AFR,2020-12-31,0.057379786
Africa,OWID_AFR,2021-01-01,0.057379786
Africa,OWID_AFR,2021-01-02,0.057379786
Africa,OWID_AFR,2021-01-03,0.057379786
Africa,OWID_AFR,2021-01-04,0.057379786
Africa,OWID_AFR,2021-01-05,0.057379786
Africa,OWID_AFR,2021-01-06,0.057379786
Africa,OWID_AFR,2021-01-07,0.057379786
Africa,OWID_AFR,2021-01-08,0.057379786
Africa,OWID_AFR,2021-01-09,0.057379786
Africa,OWID_AFR,2021-01-10,0.05741449
Africa,OWID_AFR,2021-01-11,0.0574492
Africa,OWID_AFR,2021-01-12,0.057483904
Africa,OWID_AFR,2021-01-13,0.05751861
Africa,OWID_AFR,2021-01-14,0.05758802
Africa,OWID_AFR,2021-01-15,0.057657428
Africa,OWID_AFR,2021-01-16,0.05786566
Africa,OWID_AFR,2021-01-17,0.057957653
Africa,OWID_AFR,2021-01-18,0.05804964
Africa,OWID_AFR,2021-01-19,0.058141634
Africa,OWID_AFR,2021-01-20,0.058293436
Africa,OWID_AFR,2021-01-21,0.05842278
Africa,OWID_AFR,2021-01-22,0.058552127
Africa,OWID_AFR,2021-01-23,0.058653675
Africa,OWID_AFR,2021-01-24,0.058706984
Africa,OWID_AFR,2021-01-25,0.058775503
Africa,OWID_AFR,2021-01-26,0.058988713
Africa,OWID_AFR,2021-01-27,0.059205532
Africa,OWID_AFR,2021-01-28,0.059444353
Africa,OWID_AFR,2021-01-29,0.0627296
Africa,OWID_AFR,2021-01-30,0.06597
Africa,OWID_AFR,2021-01-31,0.0690309
Africa,OWID_AFR,2021-02-01,0.07473502
Africa,OWID_AFR,2021-02-02,0.0792679
Africa,OWID_AFR,2021-02-03,0.08334959
Africa,OWID_AFR,2021-02-04,0.08688846
Africa,OWID_AFR,2021-02-05,0.09134264
Africa,OWID_AFR,2021-02-06,0.09574261
Africa,OWID_AFR,2021-02-07,0.0993045
Africa,OWID_AFR,2021-02-08,0.10286638
Africa,OWID_AFR,2021-02-09,0.10805316
Africa,OWID_AFR,2021-02-10,0.117877394
Africa,OWID_AFR,2021-02-11,0.12620145
Africa,OWID_AFR,2021-02-12,0.14465286
Africa,OWID_AFR,2021-02-13,0.16446826
Africa,OWID_AFR,2021-02-14,0.17608587
Africa,OWID_AFR,2021-02-15,0.18770349
Africa,OWID_AFR,2021-02-16,0.20227654
Africa,OWID_AFR,2021-02-17,0.21549706
Africa,OWID_AFR,2021-02-18,0.22724998
Africa,OWID_AFR,2021-02-19,0.23763657
Africa,OWID_AFR,2021-02-20,0.24710311
Africa,OWID_AFR,2021-02-21,0.25374383
Africa,OWID_AFR,2021-02-22,0.26079223
Africa,OWID_AFR,2021-02-23,0.27032745
Africa,OWID_AFR,2021-02-24,0.2934037
Africa,OWID_AFR,2021-02-25,0.3151877
Africa,OWID_AFR,2021-02-26,0.33445573
Africa,OWID_AFR,2021-02-27,0.34968036
Africa,OWID_AFR,2021-02-28,0.35958642
Africa,OWID_AFR,2021-03-01,0.3698872
Africa,OWID_AFR,2021-03-02,0.3854523
Africa,OWID_AFR,2021-03-03,0.40169328
Africa,OWID_AFR,2021-03-04,0.4161964
Africa,OWID_AFR,2021-03-05,0.43201804
Africa,OWID_AFR,2021-03-06,0.45033318
Africa,OWID_AFR,2021-03-07,0.46160555
Africa,OWID_AFR,2021-03-08,0.47162592
Africa,OWID_AFR,2021-03-09,0.48778096
Africa,OWID_AFR,2021-03-10,0.51080775
Africa,OWID_AFR,2021-03-11,0.5298308
Africa,OWID_AFR,2021-03-12,0.55724883
Africa,OWID_AFR,2021-03-13,0.5836178
Africa,OWID_AFR,2021-03-14,0.59923095
Africa,OWID_AFR,2021-03-15,0.6185793
Africa,OWID_AFR,2021-03-16,0.64075005
Africa,OWID_AFR,2021-03-17,0.6599321
Africa,OWID_AFR,2021-03-18,0.67677116
Africa,OWID_AFR,2021-03-19,0.6940161
Africa,OWID_AFR,2021-03-20,0.7076668
Africa,OWID_AFR,2021-03-21,0.7189958
Africa,OWID_AFR,2021-03-22,0.73030514
Africa,OWID_AFR,2021-03-23,0.7453623
Africa,OWID_AFR,2021-03-24,0.7766067
Africa,OWID_AFR,2021-03-25,0.80569476
Africa,OWID_AFR,2021-03-26,0.8310305
Africa,OWID_AFR,2021-03-27,0.8512288
Africa,OWID_AFR,2021-03-28,0.8681771
Africa,OWID_AFR,2021-03-29,0.8859475
Africa,OWID_AFR,2021-03-30,0.9093982
Africa,OWID_AFR,2021-03-31,0.932864
Africa,OWID_AFR,2021-04-01,0.95760804
Africa,OWID_AFR,2021-04-02,0.9755305
Africa,OWID_AFR,2021-04-03,0.99196076
Africa,OWID_AFR,2021-04-04,1.0066442
Africa,OWID_AFR,2021-04-05,1.0211937
Africa,OWID_AFR,2021-04-06,1.0404649
Africa,OWID_AFR,2021-04-07,1.060477
Africa,OWID_AFR,2021-04-08,1.0845194
Africa,OWID_AFR,2021-04-09,1.1042494
Africa,OWID_AFR,2021-04-10,1.1237112
Africa,OWID_AFR,2021-04-11,1.1395136
Africa,OWID_AFR,2021-04-12,1.1566817
Africa,OWID_AFR,2021-04-13,1.1742525
Africa,OWID_AFR,2021-04-14,1.1942244
Africa,OWID_AFR,2021-04-15,1.2131871
Africa,OWID_AFR,2021-04-16,1.233631
Africa,OWID_AFR,2021-04-17,1.2533956
Africa,OWID_AFR,2021-04-18,1.2685372
Africa,OWID_AFR,2021-04-19,1.2840699
Africa,OWID_AFR,2021-04-20,1.3008826
Africa,OWID_AFR,2021-04-21,1.3193167
Africa,OWID_AFR,2021-04-22,1.3353232
Africa,OWID_AFR,2021-04-23,1.351179
Africa,OWID_AFR,2021-04-24,1.3662446
Africa,OWID_AFR,2021-04-25,1.3806304
Africa,OWID_AFR,2021-04-26,1.3956329
Africa,OWID_AFR,2021-04-27,1.4178358
Africa,OWID_AFR,2021-04-28,1.4471653
Africa,OWID_AFR,2021-04-29,1.4658253
Africa,OWID_AFR,2021-04-30,1.4813856
Africa,OWID_AFR,2021-05-01,1.495697
Africa,OWID_AFR,2021-05-02,1.5101047
Africa,OWID_AFR,2021-05-03,1.5273852
Africa,OWID_AFR,2021-05-04,1.5562098
Africa,OWID_AFR,2021-05-05,1.5813565
Africa,OWID_AFR,2021-05-06,1.6039273
Africa,OWID_AFR,2021-05-07,1.6490982
Africa,OWID_AFR,2021-05-08,1.6707133
Africa,OWID_AFR,2021-05-09,1.6945865
Africa,OWID_AFR,2021-05-10,1.7185576
Africa,OWID_AFR,2021-05-11,1.7512262
Africa,OWID_AFR,2021-05-12,1.7790748
Africa,OWID_AFR,2021-05-13,1.7988492
Africa,OWID_AFR,2021-05-14,1.8178778
Africa,OWID_AFR,2021-05-15,1.8495357
Africa,OWID_AFR,2021-05-16,1.8778776
Africa,OWID_AFR,2021-05-17,1.9080572
Africa,OWID_AFR,2021-05-18,1.9534562
Africa,OWID_AFR,2021-05-19,2.0043333
Africa,OWID_AFR,2021-05-20,2.050589
Africa,OWID_AFR,2021-05-21,2.095924
Africa,OWID_AFR,2021-05-22,2.1286204
Africa,OWID_AFR,2021-05-23,2.1585903
Africa,OWID_AFR,2021-05-24,2.1920526
Africa,OWID_AFR,2021-05-25,2.2513654
Africa,OWID_AFR,2021-05-26,2.294687
Africa,OWID_AFR,2021-05-27,2.3394456
Africa,OWID_AFR,2021-05-28,2.3814182
Africa,OWID_AFR,2021-05-29,2.4177837
Africa,OWID_AFR,2021-05-30,2.452419
Africa,OWID_AFR,2021-05-31,2.4907165
Africa,OWID_AFR,2021-06-01,2.5335968
Africa,OWID_AFR,2021-06-02,2.5770087
Africa,OWID_AFR,2021-06-03,2.6257489
Africa,OWID_AFR,2021-06-04,2.6563845
Africa,OWID_AFR,2021-06-05,2.6815155
Africa,OWID_AFR,2021-06-06,2.7141335
Africa,OWID_AFR,2021-06-07,2.7517486
Africa,OWID_AFR,2021-06-08,2.8092394
Africa,OWID_AFR,2021-06-09,2.858853
Africa,OWID_AFR,2021-06-10,2.9033573
Africa,OWID_AFR,2021-06-11,2.9448862
Africa,OWID_AFR,2021-06-12,2.96973
Africa,OWID_AFR,2021-06-13,3.0039215
Africa,OWID_AFR,2021-06-14,3.0422657
Africa,OWID_AFR,2021-06-15,3.0843346
Africa,OWID_AFR,2021-06-16,3.1172032
Africa,OWID_AFR,2021-06-17,3.1596823
Africa,OWID_AFR,2021-06-18,3.1983416
Africa,OWID_AFR,2021-06-19,3.2238977
Africa,OWID_AFR,2021-06-20,3.2656615
Africa,OWID_AFR,2021-06-21,3.3083062
Africa,OWID_AFR,2021-06-22,3.3466032
Africa,OWID_AFR,2021-06-23,3.3834302
Africa,OWID_AFR,2021-06-24,3.4227493
Africa,OWID_AFR,2021-06-25,3.4632125
Africa,OWID_AFR,2021-06-26,3.4886746
Africa,OWID_AFR,2021-06-27,3.5219297
Africa,OWID_AFR,2021-06-28,3.5497801
Africa,OWID_AFR,2021-06-29,3.5886872
Africa,OWID_AFR,2021-06-30,3.6312099
Africa,OWID_AFR,2021-07-01,3.6695957
Africa,OWID_AFR,2021-07-02,3.6999786
Africa,OWID_AFR,2021-07-03,3.7260096
Africa,OWID_AFR,2021-07-04,3.7545288
Africa,OWID_AFR,2021-07-05,3.7885826
Africa,OWID_AFR,2021-07-06,3.8206801
Africa,OWID_AFR,2021-07-07,3.8593912
Africa,OWID_AFR,2021-07-08,3.8966808
Africa,OWID_AFR,2021-07-09,3.9356124
Africa,OWID_AFR,2021-07-10,3.9609048
Africa,OWID_AFR,2021-07-11,3.9892478
Africa,OWID_AFR,2021-07-12,4.0391407
Africa,OWID_AFR,2021-07-13,4.089289
Africa,OWID_AFR,2021-07-14,4.1433434
Africa,OWID_AFR,2021-07-15,4.2173886
Africa,OWID_AFR,2021-07-16,4.239351
Africa,OWID_AFR,2021-07-17,4.261085
Africa,OWID_AFR,2021-07-18,4.2792296
Africa,OWID_AFR,2021-07-19,4.330803
Africa,OWID_AFR,2021-07-20,4.3699822
Africa,OWID_AFR,2021-07-21,4.417202
Africa,OWID_AFR,2021-07-22,4.466747
Africa,OWID_AFR,2021-07-23,4.5044193
Africa,OWID_AFR,2021-07-24,4.5248694
Africa,OWID_AFR,2021-07-25,4.54727
Africa,OWID_AFR,2021-07-26,4.6099706
Africa,OWID_AFR,2021-07-27,4.684723
Africa,OWID_AFR,2021-07-28,4.764724
Africa,OWID_AFR,2021-07-29,4.8443604
Africa,OWID_AFR,2021-07-30,4.890572
Africa,OWID_AFR,2021-07-31,4.9254546
Africa,OWID_AFR,2021-08-01,4.954893
Africa,OWID_AFR,2021-08-02,5.0054727
Africa,OWID_AFR,2021-08-03,5.1300006
Africa,OWID_AFR,2021-08-04,5.188744
Africa,OWID_AFR,2021-08-05,5.2454767
Africa,OWID_AFR,2021-08-06,5.3066993
Africa,OWID_AFR,2021-08-07,5.352262
Africa,OWID_AFR,2021-08-08,5.394209
Africa,OWID_AFR,2021-08-09,5.4688377
Africa,OWID_AFR,2021-08-10,5.5171995
Africa,OWID_AFR,2021-08-11,5.6000867
Africa,OWID_AFR,2021-08-12,5.690922
Africa,OWID_AFR,2021-08-13,5.7532616
Africa,OWID_AFR,2021-08-14,5.7975183
Africa,OWID_AFR,2021-08-15,5.856763
Africa,OWID_AFR,2021-08-16,5.953394
Africa,OWID_AFR,2021-08-17,6.064236
Africa,OWID_AFR,2021-08-18,6.172041
Africa,OWID_AFR,2021-08-19,6.282384
Africa,OWID_AFR,2021-08-20,6.3641663
Africa,OWID_AFR,2021-08-21,6.446559
Africa,OWID_AFR,2021-08-22,6.5107684
Africa,OWID_AFR,2021-08-23,6.627052
Africa,OWID_AFR,2021-08-24,6.756142
Africa,OWID_AFR,2021-08-25,6.87558
Africa,OWID_AFR,2021-08-26,6.9999228
Africa,OWID_AFR,2021-08-27,7.125879
Africa,OWID_AFR,2021-08-28,7.2000117
Africa,OWID_AFR,2021-08-29,7.326013
Africa,OWID_AFR,2021-08-30,7.420017
Africa,OWID_AFR,2021-08-31,7.5228515
Africa,OWID_AFR,2021-09-01,7.6326203
Africa,OWID_AFR,2021-09-02,7.7356987
Africa,OWID_AFR,2021-09-03,7.824945
Africa,OWID_AFR,2021-09-04,7.936405
Africa,OWID_AFR,2021-09-05,8.014288
Africa,OWID_AFR,2021-09-06,8.149881
Africa,OWID_AFR,2021-09-07,8.224946
Africa,OWID_AFR,2021-09-08,8.301886
Africa,OWID_AFR,2021-09-09,8.407896
Africa,OWID_AFR,2021-09-10,8.552865
Africa,OWID_AFR,2021-09-11,8.6950035
Africa,OWID_AFR,2021-09-12,8.791943
Africa,OWID_AFR,2021-09-13,8.880594
Africa,OWID_AFR,2021-09-14,8.974242
Africa,OWID_AFR,2021-09-15,9.055584
Africa,OWID_AFR,2021-09-16,9.211554
Africa,OWID_AFR,2021-09-17,9.304437
Africa,OWID_AFR,2021-09-18,9.395497
Africa,OWID_AFR,2021-09-19,9.489284
Africa,OWID_AFR,2021-09-20,9.591004
Africa,OWID_AFR,2021-09-21,9.694328
Africa,OWID_AFR,2021-09-22,9.800212
Africa,OWID_AFR,2021-09-23,9.915956
Africa,OWID_AFR,2021-09-24,10.005588
Africa,OWID_AFR,2021-09-25,10.092571
Africa,OWID_AFR,2021-09-26,10.192178
Africa,OWID_AFR,2021-09-27,10.297682
Africa,OWID_AFR,2021-09-28,10.389573
Africa,OWID_AFR,2021-09-29,10.476901
Africa,OWID_AFR,2021-09-30,10.564689
Africa,OWID_AFR,2021-10-01,10.660351
Africa,OWID_AFR,2021-10-02,10.753087
Africa,OWID_AFR,2021-10-03,10.8365555
Africa,OWID_AFR,2021-10-04,10.927097
Africa,OWID_AFR,2021-10-05,11.021967
Africa,OWID_AFR,2021-10-06,11.127637
Africa,OWID_AFR,2021-10-07,11.220675
Africa,OWID_AFR,2021-10-08,11.308221
Africa,OWID_AFR,2021-10-09,11.388684
Africa,OWID_AFR,2021-10-10,11.471032
Africa,OWID_AFR,2021-10-11,11.56516
Africa,OWID_AFR,2021-10-12,11.676908
Africa,OWID_AFR,2021-10-13,11.796819
Africa,OWID_AFR,2021-10-14,11.897795
Africa,OWID_AFR,2021-10-15,12.01726
Africa,OWID_AFR,2021-10-16,12.12187
Africa,OWID_AFR,2021-10-17,12.226365
Africa,OWID_AFR,2021-10-18,12.335238
Africa,OWID_AFR,2021-10-19,12.441656
Africa,OWID_AFR,2021-10-20,12.548662
Africa,OWID_AFR,2021-10-21,12.649901
Africa,OWID_AFR,2021-10-22,12.767565
Africa,OWID_AFR,2021-10-23,12.8726425
Africa,OWID_AFR,2021-10-24,12.973331
Africa,OWID_AFR,2021-10-25,13.113931
Africa,OWID_AFR,2021-10-26,13.256043
Africa,OWID_AFR,2021-10-27,13.370749
Africa,OWID_AFR,2021-10-28,13.482311
Africa,OWID_AFR,2021-10-29,13.606772
Africa,OWID_AFR,2021-10-30,13.723031
Africa,OWID_AFR,2021-10-31,13.824692
Africa,OWID_AFR,2021-11-01,13.924626
Africa,OWID_AFR,2021-11-02,14.020901
Africa,OWID_AFR,2021-11-03,14.115227
Africa,OWID_AFR,2021-11-04,14.211399
Africa,OWID_AFR,2021-11-05,14.307976
Africa,OWID_AFR,2021-11-06,14.396178
Africa,OWID_AFR,2021-11-07,14.516029
Africa,OWID_AFR,2021-11-08,14.639728
Africa,OWID_AFR,2021-11-09,14.766412
Africa,OWID_AFR,2021-11-10,14.895448
Africa,OWID_AFR,2021-11-11,15.021484
Africa,OWID_AFR,2021-11-12,15.128989
Africa,OWID_AFR,2021-11-13,15.232595
Africa,OWID_AFR,2021-11-14,15.326001
Africa,OWID_AFR,2021-11-15,15.429404
Africa,OWID_AFR,2021-11-16,15.531102
Africa,OWID_AFR,2021-11-17,15.6349125
Africa,OWID_AFR,2021-11-18,15.732441
Africa,OWID_AFR,2021-11-19,15.841823
Africa,OWID_AFR,2021-11-20,15.957593
Africa,OWID_AFR,2021-11-21,16.082258
Africa,OWID_AFR,2021-11-22,16.216038
Africa,OWID_AFR,2021-11-23,16.357891
Africa,OWID_AFR,2021-11-24,16.511415
Africa,OWID_AFR,2021-11-25,16.668339
Africa,OWID_AFR,2021-11-26,16.808271
Africa,OWID_AFR,2021-11-27,16.932453
Africa,OWID_AFR,2021-11-28,17.047853
Africa,OWID_AFR,2021-11-29,17.19498
Africa,OWID_AFR,2021-11-30,17.343222
Africa,OWID_AFR,2021-12-01,17.477684
Africa,OWID_AFR,2021-12-02,17.62185
Africa,OWID_AFR,2021-12-03,17.806297
Africa,OWID_AFR,2021-12-04,17.913107
Africa,OWID_AFR,2021-12-05,18.013348
Africa,OWID_AFR,2021-12-06,18.126684
Africa,OWID_AFR,2021-12-07,18.246157
Africa,OWID_AFR,2021-12-08,18.365576
Africa,OWID_AFR,2021-12-09,18.481401
Africa,OWID_AFR,2021-12-10,18.6241
Africa,OWID_AFR,2021-12-11,18.751793
Africa,OWID_AFR,2021-12-12,18.881128
Africa,OWID_AFR,2021-12-13,19.018255
Africa,OWID_AFR,2021-12-14,19.156513
Africa,OWID_AFR,2021-12-15,19.293346
Africa,OWID_AFR,2021-12-16,19.466845
Africa,OWID_AFR,2021-12-17,19.631744
Africa,OWID_AFR,2021-12-18,19.792103
Africa,OWID_AFR,2021-12-19,19.952038
Africa,OWID_AFR,2021-12-20,20.125885
Africa,OWID_AFR,2021-12-21,20.305952
Africa,OWID_AFR,2021-12-22,20.484465
Africa,OWID_AFR,2021-12-23,20.646362
Africa,OWID_AFR,2021-12-24,20.778793
Africa,OWID_AFR,2021-12-25,20.902943
Africa,OWID_AFR,2021-12-26,21.023382
Africa,OWID_AFR,2021-12-27,21.132843
Africa,OWID_AFR,2021-12-28,21.24619
Africa,OWID_AFR,2021-12-29,21.363047
Africa,OWID_AFR,2021-12-30,21.477152
Africa,OWID_AFR,2021-12-31,21.619379
Africa,OWID_AFR,2022-01-01,21.74034
Africa,OWID_AFR,2022-01-02,21.830868
Africa,OWID_AFR,2022-01-03,21.940504
Africa,OWID_AFR,2022-01-04,22.053783
Africa,OWID_AFR,2022-01-05,22.147947
Africa,OWID_AFR,2022-01-06,22.25391
Africa,OWID_AFR,2022-01-07,22.408426
Africa,OWID_AFR,2022-01-08,22.54387
Africa,OWID_AFR,2022-01-09,22.671892
Africa,OWID_AFR,2022-01-10,22.789618
Africa,OWID_AFR,2022-01-11,22.889645
Africa,OWID_AFR,2022-01-12,22.991678
Africa,OWID_AFR,2022-01-13,23.1117
Africa,OWID_AFR,2022-01-14,23.245855
Africa,OWID_AFR,2022-01-15,23.366766
Africa,OWID_AFR,2022-01-16,23.517643
Africa,OWID_AFR,2022-01-17,23.680346
Africa,OWID_AFR,2022-01-18,23.798082
Africa,OWID_AFR,2022-01-19,23.910276
Africa,OWID_AFR,2022-01-20,24.00653
Africa,OWID_AFR,2022-01-21,24.103287
Africa,OWID_AFR,2022-01-22,24.195536
Africa,OWID_AFR,2022-01-23,24.282545
Africa,OWID_AFR,2022-01-24,24.367296
Africa,OWID_AFR,2022-01-25,24.460346
Africa,OWID_AFR,2022-01-26,24.5656
Africa,OWID_AFR,2022-01-27,24.664736
Africa,OWID_AFR,2022-01-28,24.756289
Africa,OWID_AFR,2022-01-29,24.843775
Africa,OWID_AFR,2022-01-30,24.93177
Africa,OWID_AFR,2022-01-31,25.034214
